Serial,ClientName,DBA,Active_on_OEMAcc
4539,STEELE LULING LLC,STEELE CHEVROLET GMC LULING,0
4540,JANSEN AUTO GROUP LLC,JANSEN CHRYSLER DODGE JEEP RAM,0
4541,JANSEN AUTO GROUP LLC,JANSEN FORD CHRYSLER DODGE JEEP RAM,0
4542,QUIRK CARS INC,QUIRK KIA SOUTH,0
4544,LYNCH FORD OF MUKWONAGO LLC,,0
4546,WHITNEY'S INC.,WHITNEY'S CHEVROLET,0
4547,G & K MOTORS INC.,WHITNEY'S VALUE FORD,0
4553,CHIPMAN & TAYLOR CHEVROLET CO.,,0
4556,MANTECA FORD MERCURY INC.,MANTECA FORD,0
4557,JAMESTOWN MOTOR CORPORATION,SIERRA MOTORS,0
4558,KARMART VOLKSWAGEN,,0
4561,CLICKIT RV LLC ,CLICKIT RV MOSES LAKE,0
4571,V & H AUTO CHRYSLER,,0
4576,G&O INC ,STORMY'S USED CARS,0
4577,CRONIN HILLSDALE AUTO LLC,,0
4587,ARCADIA FORD LLC ,FOUNTAIN CITY FORD,0
4588,CASCO BAY FORD COMMERCIAL PARTS,,0
4589,PRATT ASSOCIATES INCORPORATED,PRATT,0
4593,STEELE'S AUTO SUPPLIES CO. LTD,,0
4603,CJ BEEPS EQUIPMENT LLC,,0
4604,CROWN SUBARU,,0
4605,JDR HOLDINGS LLC ,CLICKIT RV TRI-CITIES,0
4606,WILSONVILLE T LLC ,WILSONVILLE TOYOTA,0
4607,WILSONVILLE S LLC ,WILSONVILLE SUBARU,0
4608,M&E REAL ESTATE,,0
4609,HOMAN REAL ESTATE HOLDING CO.,,0
4610,HOMAN REAL ESTATE II,,0
4611,HOMAN SCHMUHL REAL ESTATE,,0
4612,GLASGOW AUTO SALES,,0
4613,SPOKANE HYUNDAI CORP,SPOKANE HYUNDAI,0
4614,AUTO IMPORT INC.,,0
4618,SHROYER MOTOR COMPANY INC.,,0
4619,HACIENDA QUICK LANE LLC,,0
4620,HACIENDA QUICK LANE LLC,,0
4622,KARMART VOLKSWAGEN OF MAUI,,0
4625,BRITAIN CHEVROLET INC.,BRITAIN CHEVROLET,0
4628,MUSKEGON CAR CREDIT INC.,CAR CITY,0
4629,MUSKEGON CAR CREDIT INC.,CAR CITY ALMA,0
4630,MUSKEGON CAR CREDIT INC.,CAR CITY BATTLE CREEK,0
4631,MUSKEGON CAR CREDIT INC.,CAR CITY CADILLAC,0
4632,MUSKEGON CAR CREDIT INC.,CAR CITY KALAMAZOO,0
4633,MUSKEGON CAR CREDIT INC.,CAR CITY LANSING,0
4634,MUSKEGON CAR CREDIT INC.,CAR CITY MUSKEGON,0
4637,LYNCH DENVER INC.,,0
4638,MUSKEGON CAR CREDIT INC.,CAR CITY SOUTH BEND,0
4639,JDR OREGON HOLDINGS LLC,CLICKIT RV MILTON - FREEWATER,0
4640,RANDY BOWEN CHEVROLET INC.,,0
4642,BOB RUWART MOTORS INC.,,0
4644,JANSEN FORD OF BREESE LLC,,0
4659,LOCKHART MOTOR CO. INC.,LOCKHART MOTOR CO. INC.,0
4660,1865217 AB LTD,ADRENALIN EXOTICS,0
4684,MAHONEY'S AUTOMALL INC.,,0
4686,BAYSIDE OF KING GEORGE II INC.,BAYSIDE CHRYSLER DODGE JEEP RAM,0
4687,BAYSIDE OF KING GEORGE INC.,BAYSIDE FORD,0
4688,M&M AUTO SALES OF WALDORF INC.,BAYSIDE KIA OF WALDORF,0
4689,BAYSIDE OF ANNAPOLIS INC.,BAYSIDE NISSAN OF ANNAPOLIS,0
4690,BAYSIDE CHEVROLET INC.,BAYSIDE CHEVROLET,0
4693,BAYSIDE WHOLESALE INC.,BAYSIDE PRE-OWNED SUPER CENTER,0
4694,BAYSIDE ANNAPOLIS II INC.,BAYSIDE CHRYSLER DODGE JEEP RAM OF ANNAPOLIS,0
4695,BAYSIDE OF HUGHESVILLE INC.,ALL AMERICAN HARLEY-DAVIDSON,0
4696,BAYSIDE OF UPPER MARLBORO INC.,BAYSIDE KUBOTA AND EQUIPMENT COMPANY,0
4698,QUIRK HIGHLINE INC.,GENESIS OF BRAINTREE,0
4699,DANIEL J QUIRK INC.,QUIRK BUICK GMC OF BRAINTREE,0
4700,QUIRK HY INC.,QUIRK HYUNDAI,0
4701,GENTRY CHEVROLET INC.,,0
4702,CLOUD PEAK MOTORS LLC,SHERIDAN HONDA,0
4706,KIWANIS HOLDINGS LLC,ALL AMERICAN CDJR,0
4707,LITCHFIELD AUTOMOTIVE SALES INC.,LITCHFIELD CHRYSLER CENTER,0
4708,CRONIN AUTO INC.,VOLVO/VOLKSWAGEN OF PERRYSBURG,0
4710,CRONIN AUTO INC.,CRONIN BUICK GMC OF PERRYSBURG,0
4711,BILLY LAWRENCE GMC INC.,,0
4712,BILLY LAWRENCE CHEVROLET INC.,,0
4718,MY TOWN AUTO GROUP LLC,MY TOWN CDJR,0
4720,LEASE & RENTAL MANAGEMENT CORP,AUTO USE,0
4721,YARK AUTOMOTIVE GROUP INC.,BMW OF TOLEDO,0
4722,MAROON INVESTMENTS LLC,YARK QUICK BUY,0
4723,YARK CHEVROLET LLC,YARK CHEVROLET,0
4724,YARK CJDR LLC,YARK CHRYSLER JEEP DODGE RAM,0
4725,CASTLE PEAK LLC,YARK FORD,0
4726,ELK INVESTMENTS LLC,YARK MAZDA,0
4727,YARK AUTOMOTIVE GROUP INC.,YARK NISSAN,0
4728,YARK AUTOMOTIVE GROUP INC.,YARK SUBARU,0
4729,SOPRIS INVESTMENTS LLC,YARK TOYOTA,0
4730,CRONIN AUTO MANAGEMENT,,0
4731,STEELE CJDR GONZALES LLC,STEELE CHRYSLER JEEP DODGE RAM GONZALES,0
4732,STEELE CJDR LOCKHART LLC,STEELE CHRYSLER JEEP DODGE RAM LOCKHART,0
4733,CON PAULOS INC.,CON PAULOS CHEVROLET,0
4737,YARK HOLDINGS LLC,,0
4738,TOM HODGES AUTO SALES INC.,TOM HODGES MITSUBISHI,0
4739,Brownsville Collision,,0
4740,Alice Collision,,0
4741,NORTHWEST JEEP INC.,NORTHWEST JEEP CHRYSLER DODGE RAM,0
4745,PIONEER FORD SALES LTD.,,0
4746,PIERCE AUTOMOTIVE INC. ,TOYOTA OF HATTIESBURG,0
4747,HATTIESBURGCARS.COM,HATTIESBURGCARS.COM,0
4748,STEELE GMC ROUND ROCK LLC,STEELE GMC ROUND ROCK,0
4749,ROTMAN MOTOR COMPANY INC.,,0
4750,HUTCHINGS AUTO GROUP LLC,,0
4751,IRON RIGS LLC,,0
4753,PREMIER SUBARU LLC,PREMIER SUBARU BRANFORD,0
4754,PREMIER SUBARU LLC,PREMIER SUBARU MIDDLEBURY,0
4755,PREMIER AUTOMOTIVE LLC,PREMIER KIA,0
4757,THIEF RIVER AUTOMOTIVE LLC,,0
4759,CASSILL MOTORS INC.,,0
4760,RICHMOND FORD WHOLESALE,,0
4763,CASSILL AUTO VALUE RENTALS LLC,,0
4765,HILL FAMILY INVESTMENTS INC.,66 AUTO SALES,0
4766,MOUW MOTOR COMPANY INC.,,0
4769,GRAFF CHEVROLET INC.,GRAFF CHEVROLET BAY CITY,0
4770,GRAFF CDJR OF ROCKFORD INC.,GRAFF CHRYSLER DODGE JEEP RAM OF ROCKFORD,0
4771,F&B AUTOMOTIVE ART INC.,,0
4772,ANNAPOLIS NISSAN LLC,ANNAPOLIS NISSAN,0
4773,CLICKIT RV LLC,CLICKIT RV UNION GAP,0
4774,BEHARRY AUTOMOTIVE LIMITED,,0
4775,STEELE AUTO GROUP USA INC.,,0
4776,PALLADIUM MOTORS INC.,,0
4777,IDEAL AUTOS INC.,,0
4778,GRAFF BUICK GMC CADILLAC - MT. PLEASANT INC.,GRAFF BUICK GMC CADILLAC MT. PLEASANT,0
4779,GRAFF CHEVROLET OF SANDUSKY INC,GRAFF CHEVROLET OF SANDUSKY,0
4780,GRAFF CHEVROLET-DURAND INC.,GRAFF CHEVROLET DURAND,0
4781,GRAFF CHEVROLET - MT. PLEASANT INC.,GRAFF CHEVROLET MT. PLEASANT,0
4782,GRAFF CHEVROLET-OKEMOS INC.,GRAFF CHEVROLET OKEMOS,0
4783,GRAFF FINANCIAL L.L.C.,,0
4784,GRAFF NISSAN OF OKEMOS INC.,GRAFF NISSAN OKEMOS,0
4785,HANK GRAFF CHEVROLET INC.,HANK GRAFF CHEVROLET DAVISON,0
4786,CAPITAL EUROCARS INC.,,0
4787,WEST MOTOR FORD INC.,,0
4789,WEST MOTOR COMPANY INC.,,0
4790,HACIENDA FORD OF ALICE LLC,HACIENDA FORD OF ALICE LLC,0
4791,O'CONNOR'S CHRYSLER DODGE JEEP RAM INC.,,0
4792,FAIRLY RELIABLE BOB'S INC.,,0
4793,BEAR LAKE MOTOR COMPANY INC.,,0
4794,FLEETSIDE FORD LLC,,0
4795,STOOPS BUICK INC.,STOOPS BUICK GMC,0
4797,HOMAN CHEVROLET GMC OF RIPON INC.,,0
4798,CHARBONNEAU BUICK-GMC TRUCK INC.,CHARBONNEAU CAR CENTER,0
4802,HEISER CHEVROLET INC.,,0
4803,HEISER FORD INC.,,0
4804,QUICK MOTORS,,0
4805,HEISER AUTOMOTIVE GROUP CORPORATE,,0
4806,HEISER MOTOR SALES INC.,HEISER TOYOTA,0
4807,HEISER CHEVROLET CADILLAC OF WEST BEND INC.,,0
4809,MIDWAY MOTORS OF HUTCHINSON LLC,MIDWAY MOTORS HUTCHINSON,0
4810,MIDWAY MOTORS OF NEWTON LLC,MIDWAY MOTORS NEWTON,0
4811,MIDWAY MOTORS CHEVROLET LLC,MIDWAY MOTORS HILLSBORO,0
4812,MIDWAY MOTORS SUPERCENTER INC.,MIDWAY MOTORS SUPERCENTER CG,0
4813,MIDWAY MOTORS SUPERCENTER INC.,MIDWAY MOTORS SUPERCENTER FLCDJR,0
4814,MARKQUART INC.,MARKQUART MOTORS,0
4815,WEST MOTOR COMPANY INC. (HYDE PARK),,0
4816,GANDRUD WEST MASON,,0
4817,STEWART'S AUTO SALES,STEWART'S AUTO SALES,0
4818,SILVER STAR MOTORS LIMITED,SILVER STAR MOTORS LIMITED,0
4819,STEWART'S AUTO SALES LIMITED,STEWART AUTO GALLERY,0
4820,STEWART'S AUTO SALES LIMITED,STEWART INDUSTRIAL,0
4822,CARIBBEAN AUTOMOTIVE RETAILERS (BARBADOS) INC.,CARIBBEAN AUTOMOTIVE RETAILERS (BARBADOS) INC.,0
4823,CAR (TRINIDAD & TOBAGO) LTD,CAR (TRINIDAD & TOBAGO) LTD,0
4824,STEELE NORTH STAR CJDR  LLC,STEELE NORTH STAR CHRYSLER JEEP DODGE RAM,0
4825,CLASSIC ELITE BUICK GMC INC,,0
4826,MACDONALD MOTORS INC.,,0
4827,PERFORMANCE MOTORS USA INC.,MAZDA OF PORT CHARLOTTE,0
4828,CLASSIC ELITE BUICK GMC INC,WEST POINT PARTS CENTER,0
4829,Keast Motors Inc,,0
4830,MILO PETERSON FORD CO.,,0
4831,JENKINS CHRYSLER DODGE JEEP INC.,,0
4832,EMAG KEWANEE CDJR LLC,ED MORSE CHRYSLER DODGE JEEP RAM NORTH,0
4833,EMAG GENESEO FD LLC,ED MORSE FORD NORTH,0
4834,XYZ MOTORS LLC,,0
4839,Tiger Leasing,,0
4840,Lannamans Holdings,,0
4841,Wheelersfield Devt.,,0
4842,WEST MOTOR BODY SHOP,,0
4843,QUALITY MOTORS INC.,SALMON RIVER MOTORS,0
4844,EDDIE PREUITT FORD INC.,,0
4845,QUALITY MOTORS INC.,,0
4850,ACCELERATE AUTO GROUP LLC,FAST BY ACCELERATE AUTO GROUP LLC,0
4851,BENING FORD OF PERRYVILLE L.L.C.,,0
4852,WACO AUTOMOTIVE GROUP LLC,UNIVERSITY KIA,0
4853,WACO AUTOMOTIVE GROUP LLC,UNIVERSITY MAZDA,0
4854,KOEPP CHEVROLET INC.,,0
4855,STEWART'S AUTO SALES LIMITED,STEWART'S MITSUBISHI,0
4856,STEWART'S AUTO SALES LIMITED,STEWART'S HONDA BIKES,0
4857,STEWART'S AUTO SALES LIMITED,STEWART'S BODY SHOP,0
4858,STEWART'S AUTO SALES LIMITED,GWM,0
4862,STEWART'S AUTO SALES LIMITED,BRAND X,0
4864,DUFF AUTO SALES INC.,EARL DUFF PRE-OWNED CENTER,0
4865,YAKIMA CANUSA AUTO LLC,HYUNDAI OF YAKIMA,0
4866,B.F. EVANS FORD INC.,,0
4867,DOVI MOTORS INC.,,0
4868,DOWLING CAR SALES LLC,DOWLING TOYOTA OF LITCHFIELD,0
4870,BEECHMONT INVESTMENTS INC.,EASTSIDE BODY SHOP AND BEECHMONT AUTOMOTIVE GROUP CORPORATE OFFICES,0
4871,WOESTE EASTSIDE MOTORS INC.,HONDA EAST CINCINNATI,0
4872,BEECHMONT MOTORS T INC.,BEECHMONT TOYOTA,0
4873,BEECHMONT MOTORS A INC.,AUDI CINCINNATI EAST,0
4874,BEECHMONT MOTORS M INC.,MASERATI OF CINCINNATI,0
4875,BEECHMONT MOTORS P INC.,PORSCHE OF THE VILLAGE,0
4876,AUTEX INCORPORATED,AUTEX MAZDA OF KEENE,0
4877,RANDALL NOE HYUNDAI L.P.,HYUNDAI OF LONGVIEW,0
4878,CANTON MOTORS. LLC,I20 CHRYSLER DODGE JEEP RAM,0
4879,EAGLESON AUTOMOTIVE CENTER INC.,,0
4880,MOSES INC.,MOSES AUTOMALL OF HUNTINGTON,0
4881,MOSES INC.,MOSES NISSAN OF HUNTINGTON,0
4882,BEHARRY AUTOMOTIVE LIMITED SERVICE,,0
4883,TRIPLE J ENTERPRISES INC.,TRIPLE J MOTORS GUAM,0
4884,TRIPLE J SAIPAN INC.,TRIPLE J MOTORS SAIPAN,0
4886,WARD MUSCATELL AUTOMOTIVE GROUP INC.,RED RIVER TRIUMPH,0
4887,GUZIK MOTOR SALES INC.,,0
4888,LIDTKE MOTORS INC.,,0
4890,WELD COUNTY GARAGE INC.,WELD COUNTY GARAGE (WCG),0
4891,ONE WAY AUTO INC.,DRIVEWISE GREELY,0
4892,YODER MANAGEMENT LLC,,0
4893,ABS-WCG INC.,ABRA GREELEY,0
4895,FORCE INC.,GARY FORCE HONDA,0
4896,GARY FORCE INC.,GARY FORCE ACURA,0
4897,WELD COUNTY GARAGE INC.,TRUCK CITY,0
4898,DRIVEN FINANCIAL SERVICES INC.,,0
4899,ACS-FORT COLLINS,CARRIAGE SHOPPE,0
4900,ABS-Coopers Inc,ABRA FORT COLLINS,0
4901,TRANSIT LLC,MAPLE HILL HYUNDAI,0
4902,TRANSIT LLC,MAPLE HILL VOLKSWAGEN,0
4905,CROWN EUROCARS INC,CROWN INEOS GRENADIER,0
4906,LOUIE DOMINION DEALS ON WHEELS LLC,,0
4907,DOMINION CHEVROLET LLC,,0
4941,MIKE FREEMAN FORD INC.,,0
4943,WESLACO MOTORS LLC,PAYNE CHEVROLET BUICK-GMC,0
4944,WESLACO FORD LLC,PAYNE WESLACO FORD,0
4945,ED PAYNE MOTORS LLC,ED PAYNE MOTORS,0
4946,ALFA ROMEO AND FIAT OF THE RIO GRANDE VALLEY LLC,PAYNE ALFA ROMEO AND FIAT OF THE RIO GRANDE VALLEY,0
4947,PAYNE BROWNSVILLE INC.,PAYNE BROWNSVILLE VOLKSWAGEN MITSUBISHI,0
4948,PAYNE IMPORTS LLC,PAYNE MISSION VOLKSWAGEN MITSUBISHI,0
4949,PAYNE RIO GRANDE CITY FORD LLC,PAYNE RIO GRANDE CITY FORD,0
4951,PAYNE EDINBURG LLC,PAYNE EDINBURG CHRYSLER DODGE JEEP RAM,0
4952,PAYNE BROWNSVILLE INC.,PAYNE PREOWNED HARLINGEN,0
4953,WESLACO MOTORS LLC,PAYNE PREOWNED WESLACO,0
4954,PAYNE IMPORTS LLC,PAYNE PREOWNED MCCOLL,0
4955,PAYNE IMPORTS LLC,PAYNE PREOWNED MCALLEN,0
4956,PAYNE IMPORTS LLC,PAYNE PREOWNED EDINBURG,0
4957,MCGRAW-WEBB CHEVROLET INC.,,0
4958,STEELE HYUNDAI KYLE,,0
4959,VOLKSWAGEN OF WACO,,0
4960,STEELE SOUTH LOOP HYUNDAI,,0
4961,STEELE HYUNDAI NEW BRAUNFELS,,0
4968,KEN NELSON AUTO PLAZA,KEN NELSON TOYOTA,0
4969,KEN NELSON AUTO PLAZA INC.,KEN NELSON CHEVROLET BUICK & GMC,0
4971,KEN NELSON AUTO PLAZA INC.,KEN NELSON NISSAN,0
4972,RANDALL NOE HYUNDAI L.P.,GENESIS OF LONGVIEW,0
4973,RAN3,,0
4974,HYUN6,,0
4975,BULT MOTORS INC.,PEARL CHRYSLER JEEP DODGE RAM,0
4976,WAPAK FORD LLC,BRADEN FORD,0
4977,CHILLICOTHE TRUCKS INC.,CHILLICOTHE TRUCK AND ACCESSORIES,0
4978,GOAT CUSTOMS INC.,,0
4979,BRADEN AUTO OF GALLIPOLIS LLC,BRADEN CHRYSLER DODGE JEEP RAM,0
4980,MANSFIELD TRUCK LLC,HOCKING VALLEY MOTORS,0
4982,BUCKEYE AUTO SALES LLC,FAIRFIELD TRUCKS,0
4983,PURE COUNTRY AUTOMOTIVE LLC,PURE COUNTRY FORD,0
4984,PURE COUNTRY AUTOMOTIVE LLC,PURE COUNTRY AUTOMOTIVE,0
4985,BRADEN AUTO OF GRAYSON I LLC,PURE COUNTRY CHEVROLET,0
4987,Amber Solutions ,,0
4988,Stewarts Montego Bay ,,0
4990,BEECHMONT MOTORS V INC,VOLVO CARS CINCINNATI,0
4991,PALLOTTA FORD INC.,PALLOTTA FORD,0
4993,ROCK COUNTY AUTO COMPANY,ROCK COUNTY HONDA,0
4994,ROR INVESTMENTS INC.,ADVANTAGE AUTO DIRECT,0
4995,STEWART'S AUTO SALES,STEWART'S SUZUKI,0
4996,BORDER CHEVROLET GMC LLC,,0
4997,CDC AUTOMOTIVE INC.,EL CAJON MITSUBISHI,0
4998,SWANT BROS. INC.,SWANT GRABER MOTORS,0
4999,OUR FAMILY 1 LLC,SWANT GRABER FORD,0
5100,7807015 CANADA INC,OTTAWA CAMPING TRAILERS,0
5104,2615497 ONTARIO LIMITED,CAMBRIDGE KIA,0
5105,2616014 ONTARIO INC.,QUINTE RV CENTRE,0
5106,CARLETON PLACE FORD INC,,0
5108,ROBINSON CHEVROLET INC.,,0
5109,2614993 ONTARIO INC,BIG COUNTRY RV CENTRE,0
5110,772289 ONTARIO LTD. DBA NORTHERN NISSAN,NORTHERN NISSAN,0
5112,JIM GARDHOUSE MOTORS LTD,OWEN SOUND CHRYSLER DODGE JEEP RAM,0
5113,MAZZUCA CHRYSLER INC.,,0
5116,JANEX AUTO SALES LTD.,,0
5117,1310104 ONTARIO INC.,HAWKESBURY HYUNDAI,0
5118,MAXIMUM POWERSPORTS,,0
5119,DRIVE PRE-OWNED SALES,,0
5120,ROBINSON CHRYSLER DODGE JEEP RAM LTD.,,0
5121,2079608 ONTARIO INC.,WOODSTOCK FORD,0
5122,ROBINSON RV CENTRE INC.,,0
5123,QUICK LANE TIRE AND AUTO CENTRE,,0
5124,BOURGEOIS MIDLAND NISS INC.,BOURGEOIS MIDLAND NISSAN,0
5127,ARNPRIOR CHRYSLER BODY SHOP,,0
5129,MEADOWVALE FORD SALES & SERVICE LIMITED,,0
5130,KINGSTON DODGE CHRYSLER (1980) LTD,,0
5131,OVERDRIVE MOTORS INC,,0
5132,DRIVING FORCE INC,PARAMOUNT TRUCK SALES,0
5133,HUNT CHRYSLER LTD.,,0
5134,BOYER FORD LINCOLN (BOBCAYGEON) LTD,,0
5135,7890715 CANADA INC.,THE RV SPOT,0
5136,2686874 ONTARIO LIMITED,BARRIE KIA,0
5137,COBOURG NISSAN LTD.,,0
5138,2668868 ONTARIO LTD.,CLARINGTON NISSAN,0
5139,805658 ONTARIO INC.,HALTON HONDA,0
5140,HALTON AUTOLEASE INC.,,0
5141,AJ BELLIM HOLDING,,0
5142,1040492 ONTARIO INC.,NEDDY'S NORTH BAY HYUNDAI,0
5143,2586397,CARHUB LUXURY,0
5144,401 AUTO RV CANADA INC.,,0
5145,HALTON REAL HOLDINGS INC.,,0
5146,NEDDYS AUTO CARE LIMITED,,0
5147,CHIASSON FORD LTD.,CHIASSON FORD,0
5148,HOLIDAY FORD LINCOLN LTD.,,0
5149,2690649 ONTARIO LIMITED,SIMCOE VOLKSWAGEN,0
5150,KINGSTON MAZDA,,0
5151,RVS UNLIMITED,,0
5153,WAYNE PITMAN FORD SALES INC.,,0
5154,1076634 ONTARIO INC.,YORKDALE TOYOTA,0
5155,TONY GRAHAM AUTOEDGE LTD,,0
5156,AADA LEASING,,0
5158,10167511 MANITOBA LTD,KENORA HYUNDAI,0
5159,401 AUTO RV CANADA INC.,,0
5160,SAVAGE FORD SALES LIMITED,,0
5161,CARS ON ALLOY LTD.,MAROSTICA SUBARU,0
5162,THUNDER BAY USED CAR SUPERSTORE LTD.,,0
5163,2022815 ONTARIO INC.,BAY MAZDA,0
5164,JIM KEAY FORD LINCOLN SALES LTD.,,0
5165,2002112 ONTARIO INC.,BOYER KIA,0
5166,BELLEVILLE NISSAN LTD.,,0
5167,DUPUIS FORD LINCOLN,DUPUIS FORD LINCOLN,0
5168,C.Y. VEHICLE ENTERPRISES INC.,SCARBOROUGH MITSUBISHI,0
5169,C.Y. VEHICLE ENTERPRISES INC.,WESTON FORD,0
5170,C.Y. VEHICLE ENTERPRISES INC.,COVENTRY NORTH JAGUAR LANDROVER,0
5171,C.Y. VEHICLE ENTERPRISES INC.,MID TORONTO AUTO SALES,0
5172,PICKERING CHRYSLER DODGE JEEP LTD.,,0
5173,C.Y. VEHICLE ENTERPRISES INC.,FORMULA FORD LINCOLN SALES,0
5174,2167659 ONTARIO INC.,ORLEANS CAR WASH,0
5175,C.Y. VEHICLE ENTERPRISES INC.,YORKDALE FORD LINCOLN SALES,0
5176,2724367 ONTARIO LIMITED,ONTARIO AUTO OUTLET,0
5177,1741177 ONTARIO INC. ,CHATHAM MAZDA,0
5178,CHATHAM CHRYSLER JEEP DODGE INC.,,0
5179,HEUVELMANS CHEVROLET BUICK GMC CADILLAC LIMITED,,0
5181,PAUL PRICE FORD SALES INC.,,0
5182,CHATHAM NISSAN LTD,,0
5183,BLENHEIM CHEVROLET BUICK GMC LIMITED,,0
5184,LALLY CHEVROLET LTD.,,0
5185,CARLETON PLACE CARLOFT,,0
5186,IAG INC.,,0
5187,2493191 ONTARIO INC.,NEW ROADS CHRYSLER DODGE JEEP RAM,0
5188,LAKING MOTORS INC.,LAKING TOYOTA,0
5189,2721356 ONTARIO LTD,YOUR AUTO LEASE,0
5191,2736094 ONTARIO INC,THE RV PLACE,0
5192,,,0
5194,WILLIAMSON LINDSAY CHRYSLER DODGE JEEP RAM LTD.,,0
5195,S & B KESWICK MOTORS LIMITED,,0
5196,ORILLIA MOTOR SPORTS LIMITED,ORILLIA MOTOR SPORTS,0
5197,2226015 ONTARIO INC.,ORILLIA HYUNDAI,0
5198,2413220 ONTARIO INC.,CAMBRIDGE MITSUBISHI,0
5199,2435927 ONTARIO INC,MOUNTAIN MITSUBISHI,0
5200,953866 ONTARIO LIMITED,NEWMARKET HYUNDAI,0
5201,WILLIAMSON REALTY (LINDSAY) LTD.,,0
5202,LISTOWEL CHRYSLER DODGE JEEP RAM,,0
5203,BOURGEOIS FORD NORTH INC,,0
5204,MACIVER DODGE LIMITED,,0
5205,MUSKOKANISS INC,MUSKOKA NISSAN,0
5206,MOFFATT'S ENTERPRISES (2012) INC ,MOFFATT'S MAZDA,0
5208,AIRPORT NISSAN CORP ,AIRPORT NISSAN,0
5209,PINE VIEW AUTO SALES BRAMPTON INC.,PINE VIEW WEST HYUNDAI,0
5210,PINE VIEW AUTO SALES INC,PINE VIEW HYUNDAI,0
5211,1999497 ONTARIO INC. ,SCARBORO MAZDA,0
5212,2464403 ONTARIO LIMITED,BARRIE SUBARU,0
5213,2335997 ONTARIO INC.,SHOP EDDIES,0
5214,924891 ONTARIO INC.,,0
5215,BAIDEN PROPERTY HOLDING LIMITED,,0
5216,LEGGAT CHEVROLET CADILLAC BUICK GMC LIMITED,,0
5217,TRIUS AUTOMOBILE INC. ,ACURA ON BRANT,0
5218,FOUR WAYS INC.,ANCASTER TOYOTA,0
5219,2095008 ONTARIO INC.,TEAM HONDA POWERHOUSE OF MILTON,0
5220,PENINSULA MOTOR SALES LIMITED,PENINSULA FORD LINCOLN,0
5221,LEGGAT MOUNTAIN MOTORS INC.,MAZDA OF HAMILTON,0
5223,TAGGEL AUTOMOBILE INC.,LEGGAT MAZDA BURLINGTON,0
5224,LSL HOLDINGS (1998) INC.,LEGGAT KIA BURLINGTON,0
5225,LEGGAT DISCOVERY MOTORS INC.,LEGGAT DISCOVERY FORD,0
5226,WEINS CANADA INC.,WEINS CANADA CORPORATE,0
5227,WEINS CANADA INC.,DON VALLEY NORTH TOYOTA,0
5228,WEINS CANADA INC.,MARKVILLE TOYOTA,0
5229,2729649 ONTARIO INC.,THORNHILL TOYOTA,0
5230,WEINS CANADA INC.,DON VALLEY NORTH LEXUS,0
5231,WEINS CANADA INC.,LEXUS OF RICHMOND HILL,0
5232,2350035 ONTARIO INC.,DON VALLEY NORTH HYUNDAI,0
5233,2639515 ONTARIO INC.  ,WHITBY SUBARU,0
5234,2547451 ONTARIO INC. ,MISSISSAUGA HONDA,1
5235,2585693 ONTARIO INC,PARKWAY HONDA,1
5236,WEINS CANADA INC,WEINS AUTO GROUP (WHOLESALE),0
5237,WEINS CANADA INC.,WEINS COLLISION REPAIR CENTRE,0
5238,WEINS CANADA INC.,GORMLEY AUTOMOTIVE CENTRE,0
5239,OAKVILLE VOLKSWAGEN INC.,OAKVILLE VOLKSWAGEN,0
5240,OAKVILLE VOLKSWAGEN INC.,AUDI OAKVILLE ,0
5241,No Dealer Information,,0
5243,5039444 ONTARIO INC.,PEMBROKE NISSAN,0
5244,5039453 ONTARIO INC.,PEMBROKE HONDA,0
5245,1124006 ONTARIO INC.,ORILLIA MAZDA,0
5247,MAR OAK AUTOMOTIVE INC.,VOLVO CARS OAKVILLE,0
5248,MAR-HAM AUTOMOTIVE INC.,VOLVO CARS HAMILTON,0
5249,1000 ISLANDS RV CENTRE INC.,,0
5250,2795654 ONTARIO INC.,RV SAFARI,0
5251,2801788 ONTARIO LTD,JOHNSON'S RV AND AUTO,0
5252,BOURGEOIS MIDLAND HYN INC.,BOURGEOIS MIDLAND HYUNDAI,0
5253,BELLEVILLE MITSUBISHI,,0
5254,WEINS CANADA LEASING,,0
5255,1991943 ONTARIO INC,ST. CATHARINES NISSAN,0
5256,2194747 ONTARIO INC. ,STOUFFVILLE TOYOTA,0
5257,TONY GRAHAM MOTORS (1980) LIMITED,TONY GRAHAM TOYOTA,0
5258,TONY GRAHAM KANATA LIMITED,TONY GRAHAM KANATA TOYOTA,0
5259,TONY GRAHAM LUXURY AUTOMOBILES,TONY GRAHAM LEXUS,0
5260,1028918 ONTARIO INC. ,BURLINGTON TOYOTA,0
5261,BURLINGTON-FAIRVIEW NISSAN LTD.,BURLINGTON NISSAN,0
5262,BARRIE HONDA POWERHOUSE,,0
5263,PARADIGM AUTOMOTIVE CORPORATION,PARADIGM FLEET SERVICES,0
5264,HART HENTSCHEL INC.,AUTO HOUSE HONDA,0
5265,DAN BRUSH INC.,AUTO HOUSE MAZDA,0
5266,HOGAN CHEVROLET BUICK GMC LTD,,0
5267,JP MOTORS SALES INC,,0
5269,401 AUTO RV CANADA INC,AUTO SHOW SALES & FINANCE,0
5270,401 AUTO RV CANADA - MAIN,,0
5271,ALEX WILLIAMSON MOTOR SALES LIMITED,WILLIAMSON GM UXBRIDGE,0
5272,2663885 ONTARIO INC.,,0
