fldId,fldSerialNumber,fldDate,fldUserRef,fldKey,fldCount,Year,Month,Day,Day_of_week
184126144,7415,2025-02-09,1030,Deal.Accessories.OEM,4,2025,2,9,Sunday
184182606,5622,2025-02-10,29,Deal.Accessories.OEM,2,2025,2,10,Monday
184497952,7696,2025-02-10,158,Deal.Accessories.OEM,1,2025,2,10,Monday
184404625,7717,2025-02-10,262,Deal.Accessories.OEM,2,2025,2,10,Monday
184413917,7831,2025-02-10,285,Deal.Accessories.OEM,2,2025,2,10,Monday
184495333,5235,2025-02-10,511,Deal.Accessories.OEM,3,2025,2,10,Monday
184495353,5235,2025-02-10,512,Deal.Accessories.OEM,1,2025,2,10,Monday
184494913,5234,2025-02-10,1110,Deal.Accessories.OEM,3,2025,2,10,Monday
185963431,3169,2025-02-11,-1,Deal.Accessories.OEM,1,2025,2,11,Tuesday
184603262,3179,2025-02-11,9,Deal.Accessories.OEM,2,2025,2,11,Tuesday
185963533,3169,2025-02-11,26,Deal.Accessories.OEM,2,2025,2,11,Tuesday
184647147,5622,2025-02-11,29,Deal.Accessories.OEM,1,2025,2,11,Tuesday
185963543,3169,2025-02-11,29,Deal.Accessories.OEM,1,2025,2,11,Tuesday
184905800,7681,2025-02-11,38,Deal.Accessories.OEM,1,2025,2,11,Tuesday
184906011,7682,2025-02-11,50,Deal.Accessories.OEM,2,2025,2,11,Tuesday
184612930,6173,2025-02-11,98,Deal.Accessories.OEM,1,2025,2,11,Tuesday
184859260,7717,2025-02-11,262,Deal.Accessories.OEM,3,2025,2,11,Tuesday
184878944,7831,2025-02-11,285,Deal.Accessories.OEM,2,2025,2,11,Tuesday
184956547,5234,2025-02-11,430,Deal.Accessories.OEM,5,2025,2,11,Tuesday
184956602,5234,2025-02-11,439,Deal.Accessories.OEM,2,2025,2,11,Tuesday
184957268,5235,2025-02-11,512,Deal.Accessories.OEM,6,2025,2,11,Tuesday
185043709,7415,2025-02-11,1030,Deal.Accessories.OEM,2,2025,2,11,Tuesday
185043737,7415,2025-02-11,1031,Deal.Accessories.OEM,5,2025,2,11,Tuesday
184956814,5234,2025-02-11,1110,Deal.Accessories.OEM,7,2025,2,11,Tuesday
185044129,7415,2025-02-11,2173,Deal.Accessories.OEM,3,2025,2,11,Tuesday
185511950,7415,2025-02-12,-1,Deal.Accessories.OEM,4,2025,2,12,Wednesday
185073776,3179,2025-02-12,9,Deal.Accessories.OEM,2,2025,2,12,Wednesday
185119103,5622,2025-02-12,29,Deal.Accessories.OEM,2,2025,2,12,Wednesday
185166360,5559,2025-02-12,170,Deal.Accessories.OEM,1,2025,2,12,Wednesday
185425422,5234,2025-02-12,430,Deal.Accessories.OEM,2,2025,2,12,Wednesday
185426115,5235,2025-02-12,512,Deal.Accessories.OEM,1,2025,2,12,Wednesday
185426186,5235,2025-02-12,524,Deal.Accessories.OEM,2,2025,2,12,Wednesday
185511983,7415,2025-02-12,1031,Deal.Accessories.OEM,6,2025,2,12,Wednesday
185425657,5234,2025-02-12,1110,Deal.Accessories.OEM,1,2025,2,12,Wednesday
185869547,5235,2025-02-13,-1,Deal.Accessories.OEM,2,2025,2,13,Thursday
185955194,7415,2025-02-13,-1,Deal.Accessories.OEM,16,2025,2,13,Thursday
185578061,5622,2025-02-13,29,Deal.Accessories.OEM,1,2025,2,13,Thursday
185578073,5622,2025-02-13,31,Deal.Accessories.OEM,1,2025,2,13,Thursday
185786095,7717,2025-02-13,251,Deal.Accessories.OEM,1,2025,2,13,Thursday
185786221,7717,2025-02-13,262,Deal.Accessories.OEM,2,2025,2,13,Thursday
185955233,7415,2025-02-13,1031,Deal.Accessories.OEM,5,2025,2,13,Thursday
185869220,5234,2025-02-13,1110,Deal.Accessories.OEM,1,2025,2,13,Thursday
185578977,7174,2025-02-13,2015,Deal.Accessories.OEM,1,2025,2,13,Thursday
185955591,7415,2025-02-13,2173,Deal.Accessories.OEM,1,2025,2,13,Thursday
185984221,3179,2025-02-14,6,Deal.Accessories.OEM,1,2025,2,14,Friday
186218662,7717,2025-02-14,251,Deal.Accessories.OEM,1,2025,2,14,Friday
186304983,5235,2025-02-14,524,Deal.Accessories.OEM,3,2025,2,14,Friday
186389367,7415,2025-02-14,1031,Deal.Accessories.OEM,1,2025,2,14,Friday
186304455,5234,2025-02-14,1110,Deal.Accessories.OEM,5,2025,2,14,Friday
186389622,7415,2025-02-14,2128,Deal.Accessories.OEM,5,2025,2,14,Friday
186506034,7696,2025-02-15,209,Deal.Accessories.OEM,2,2025,2,15,Saturday
186420005,5559,2025-02-15,244,Deal.Accessories.OEM,2,2025,2,15,Saturday
186473888,7717,2025-02-15,251,Deal.Accessories.OEM,4,2025,2,15,Saturday
186476457,7831,2025-02-15,285,Deal.Accessories.OEM,1,2025,2,15,Saturday
186501993,5235,2025-02-15,524,Deal.Accessories.OEM,5,2025,2,15,Saturday
186548244,7415,2025-02-15,1031,Deal.Accessories.OEM,7,2025,2,15,Saturday
186501649,5234,2025-02-15,1110,Deal.Accessories.OEM,12,2025,2,15,Saturday
186548458,7415,2025-02-15,2173,Deal.Accessories.OEM,1,2025,2,15,Saturday
186603759,3169,2025-02-17,-1,Deal.Accessories.OEM,2,2025,2,17,Monday
186603861,3169,2025-02-17,23,Deal.Accessories.OEM,1,2025,2,17,Monday
186603882,3169,2025-02-17,26,Deal.Accessories.OEM,1,2025,2,17,Monday
186603925,3169,2025-02-17,29,Deal.Accessories.OEM,3,2025,2,17,Monday
186604058,3169,2025-02-17,46,Deal.Accessories.OEM,2,2025,2,17,Monday
186604086,3169,2025-02-17,47,Deal.Accessories.OEM,1,2025,2,17,Monday
186958666,3169,2025-02-18,-1,Deal.Accessories.OEM,7,2025,2,18,Tuesday
187190188,7415,2025-02-18,-1,Deal.Accessories.OEM,1,2025,2,18,Tuesday
186958781,3169,2025-02-18,23,Deal.Accessories.OEM,3,2025,2,18,Tuesday
186958802,3169,2025-02-18,26,Deal.Accessories.OEM,1,2025,2,18,Tuesday
186838372,5622,2025-02-18,29,Deal.Accessories.OEM,4,2025,2,18,Tuesday
186958931,3169,2025-02-18,45,Deal.Accessories.OEM,1,2025,2,18,Tuesday
186958968,3169,2025-02-18,46,Deal.Accessories.OEM,2,2025,2,18,Tuesday
186915774,5559,2025-02-18,170,Deal.Accessories.OEM,2,2025,2,18,Tuesday
186916052,5559,2025-02-18,244,Deal.Accessories.OEM,7,2025,2,18,Tuesday
187023168,7717,2025-02-18,251,Deal.Accessories.OEM,1,2025,2,18,Tuesday
187096727,5235,2025-02-18,512,Deal.Accessories.OEM,2,2025,2,18,Tuesday
187190238,7415,2025-02-18,1031,Deal.Accessories.OEM,2,2025,2,18,Tuesday
187096359,5234,2025-02-18,1110,Deal.Accessories.OEM,12,2025,2,18,Tuesday
187341125,3169,2025-02-19,23,Deal.Accessories.OEM,1,2025,2,19,Wednesday
187341187,3169,2025-02-19,29,Deal.Accessories.OEM,3,2025,2,19,Wednesday
187341312,3169,2025-02-19,46,Deal.Accessories.OEM,2,2025,2,19,Wednesday
187380297,5559,2025-02-19,244,Deal.Accessories.OEM,1,2025,2,19,Wednesday
187559068,5234,2025-02-19,430,Deal.Accessories.OEM,3,2025,2,19,Wednesday
187559673,5235,2025-02-19,512,Deal.Accessories.OEM,1,2025,2,19,Wednesday
187559755,5235,2025-02-19,524,Deal.Accessories.OEM,2,2025,2,19,Wednesday
187656982,7415,2025-02-19,1031,Deal.Accessories.OEM,2,2025,2,19,Wednesday
187657324,7415,2025-02-19,2173,Deal.Accessories.OEM,10,2025,2,19,Wednesday
187805877,3169,2025-02-20,23,Deal.Accessories.OEM,1,2025,2,20,Thursday
187805903,3169,2025-02-20,26,Deal.Accessories.OEM,3,2025,2,20,Thursday
187805952,3169,2025-02-20,29,Deal.Accessories.OEM,4,2025,2,20,Thursday
187767000,5622,2025-02-20,31,Deal.Accessories.OEM,1,2025,2,20,Thursday
187806127,3169,2025-02-20,46,Deal.Accessories.OEM,3,2025,2,20,Thursday
187950595,7717,2025-02-20,251,Deal.Accessories.OEM,1,2025,2,20,Thursday
187959011,7831,2025-02-20,285,Deal.Accessories.OEM,1,2025,2,20,Thursday
188133168,7415,2025-02-20,1031,Deal.Accessories.OEM,6,2025,2,20,Thursday
188025354,5234,2025-02-20,1110,Deal.Accessories.OEM,5,2025,2,20,Thursday
188133439,7415,2025-02-20,2128,Deal.Accessories.OEM,1,2025,2,20,Thursday
188133563,7415,2025-02-20,2173,Deal.Accessories.OEM,4,2025,2,20,Thursday
188162827,3179,2025-02-21,6,Deal.Accessories.OEM,4,2025,2,21,Friday
188271643,3169,2025-02-21,26,Deal.Accessories.OEM,4,2025,2,21,Friday
188236852,5622,2025-02-21,29,Deal.Accessories.OEM,2,2025,2,21,Friday
188316231,5559,2025-02-21,244,Deal.Accessories.OEM,6,2025,2,21,Friday
188516588,5235,2025-02-21,511,Deal.Accessories.OEM,1,2025,2,21,Friday
188590609,7415,2025-02-21,1031,Deal.Accessories.OEM,5,2025,2,21,Friday
188516156,5234,2025-02-21,1110,Deal.Accessories.OEM,4,2025,2,21,Friday
188590818,7415,2025-02-21,2128,Deal.Accessories.OEM,3,2025,2,21,Friday
188595322,3179,2025-02-22,17,Deal.Accessories.OEM,1,2025,2,22,Saturday
188605226,5644,2025-02-22,183,Deal.Accessories.OEM,5,2025,2,22,Saturday
188713654,7696,2025-02-22,209,Deal.Accessories.OEM,1,2025,2,22,Saturday
188656649,5559,2025-02-22,244,Deal.Accessories.OEM,2,2025,2,22,Saturday
188670249,7831,2025-02-22,285,Deal.Accessories.OEM,1,2025,2,22,Saturday
188640349,5234,2025-02-22,430,Deal.Accessories.OEM,12,2025,2,22,Saturday
188640753,5235,2025-02-22,511,Deal.Accessories.OEM,8,2025,2,22,Saturday
188640775,5235,2025-02-22,512,Deal.Accessories.OEM,9,2025,2,22,Saturday
188640853,5235,2025-02-22,526,Deal.Accessories.OEM,1,2025,2,22,Saturday
188748906,7415,2025-02-22,1030,Deal.Accessories.OEM,8,2025,2,22,Saturday
188748927,7415,2025-02-22,1031,Deal.Accessories.OEM,10,2025,2,22,Saturday
188640531,5234,2025-02-22,1110,Deal.Accessories.OEM,10,2025,2,22,Saturday
188749067,7415,2025-02-22,2092,Deal.Accessories.OEM,2,2025,2,22,Saturday
188749108,7415,2025-02-22,2128,Deal.Accessories.OEM,1,2025,2,22,Saturday
188781429,7415,2025-02-23,1030,Deal.Accessories.OEM,1,2025,2,23,Sunday
188781446,7415,2025-02-23,1031,Deal.Accessories.OEM,2,2025,2,23,Sunday
188812644,3179,2025-02-24,6,Deal.Accessories.OEM,1,2025,2,24,Monday
188937835,3169,2025-02-24,23,Deal.Accessories.OEM,3,2025,2,24,Monday
188907419,5622,2025-02-24,29,Deal.Accessories.OEM,1,2025,2,24,Monday
188937888,3169,2025-02-24,29,Deal.Accessories.OEM,1,2025,2,24,Monday
188907438,5622,2025-02-24,30,Deal.Accessories.OEM,3,2025,2,24,Monday
188937947,3169,2025-02-24,39,Deal.Accessories.OEM,1,2025,2,24,Monday
188937997,3169,2025-02-24,45,Deal.Accessories.OEM,1,2025,2,24,Monday
188938030,3169,2025-02-24,46,Deal.Accessories.OEM,1,2025,2,24,Monday
189095716,7717,2025-02-24,251,Deal.Accessories.OEM,1,2025,2,24,Monday
189095828,7717,2025-02-24,262,Deal.Accessories.OEM,3,2025,2,24,Monday
189030471,5615,2025-02-24,420,Deal.Accessories.OEM,2,2025,2,24,Monday
189199015,5234,2025-02-24,430,Deal.Accessories.OEM,4,2025,2,24,Monday
189199628,5235,2025-02-24,511,Deal.Accessories.OEM,1,2025,2,24,Monday
189199228,5234,2025-02-24,1110,Deal.Accessories.OEM,3,2025,2,24,Monday
189695811,7415,2025-02-25,-1,Deal.Accessories.OEM,2,2025,2,25,Tuesday
189286706,3179,2025-02-25,5,Deal.Accessories.OEM,1,2025,2,25,Tuesday
189286724,3179,2025-02-25,6,Deal.Accessories.OEM,1,2025,2,25,Tuesday
189416591,3169,2025-02-25,23,Deal.Accessories.OEM,1,2025,2,25,Tuesday
189332681,5644,2025-02-25,183,Deal.Accessories.OEM,2,2025,2,25,Tuesday
189509879,5560,2025-02-25,210,Deal.Accessories.OEM,1,2025,2,25,Tuesday
189516708,5559,2025-02-25,244,Deal.Accessories.OEM,2,2025,2,25,Tuesday
189571307,7717,2025-02-25,251,Deal.Accessories.OEM,6,2025,2,25,Tuesday
189326487,5234,2025-02-25,430,Deal.Accessories.OEM,3,2025,2,25,Tuesday
189327145,5235,2025-02-25,511,Deal.Accessories.OEM,3,2025,2,25,Tuesday
189327172,5235,2025-02-25,512,Deal.Accessories.OEM,5,2025,2,25,Tuesday
189327267,5235,2025-02-25,528,Deal.Accessories.OEM,2,2025,2,25,Tuesday
189508452,5614,2025-02-25,729,Deal.Accessories.OEM,1,2025,2,25,Tuesday
189508468,5614,2025-02-25,742,Deal.Accessories.OEM,4,2025,2,25,Tuesday
189508489,5614,2025-02-25,744,Deal.Accessories.OEM,8,2025,2,25,Tuesday
189508506,5614,2025-02-25,898,Deal.Accessories.OEM,3,2025,2,25,Tuesday
189695853,7415,2025-02-25,1030,Deal.Accessories.OEM,3,2025,2,25,Tuesday
189695867,7415,2025-02-25,1031,Deal.Accessories.OEM,10,2025,2,25,Tuesday
189326725,5234,2025-02-25,1110,Deal.Accessories.OEM,2,2025,2,25,Tuesday
189696141,7415,2025-02-25,2128,Deal.Accessories.OEM,3,2025,2,25,Tuesday
189696270,7415,2025-02-25,2173,Deal.Accessories.OEM,4,2025,2,25,Tuesday
189778254,3179,2025-02-26,6,Deal.Accessories.OEM,2,2025,2,26,Wednesday
189900192,3169,2025-02-26,26,Deal.Accessories.OEM,4,2025,2,26,Wednesday
189900217,3169,2025-02-26,29,Deal.Accessories.OEM,1,2025,2,26,Wednesday
190157649,5236,2025-02-26,97,Deal.Accessories.OEM,2,2025,2,26,Wednesday
190044331,7717,2025-02-26,251,Deal.Accessories.OEM,1,2025,2,26,Wednesday
190156429,5234,2025-02-26,430,Deal.Accessories.OEM,7,2025,2,26,Wednesday
190157053,5235,2025-02-26,511,Deal.Accessories.OEM,2,2025,2,26,Wednesday
190157072,5235,2025-02-26,512,Deal.Accessories.OEM,5,2025,2,26,Wednesday
190157147,5235,2025-02-26,524,Deal.Accessories.OEM,6,2025,2,26,Wednesday
189851700,5544,2025-02-26,719,Deal.Accessories.OEM,1,2025,2,26,Wednesday
189994402,5614,2025-02-26,727,Deal.Accessories.OEM,1,2025,2,26,Wednesday
189994411,5614,2025-02-26,728,Deal.Accessories.OEM,1,2025,2,26,Wednesday
190189371,7415,2025-02-26,1031,Deal.Accessories.OEM,8,2025,2,26,Wednesday
190189655,7415,2025-02-26,2142,Deal.Accessories.OEM,1,2025,2,26,Wednesday
190189731,7415,2025-02-26,2173,Deal.Accessories.OEM,1,2025,2,26,Wednesday
190677620,7415,2025-02-27,-1,Deal.Accessories.OEM,1,2025,2,27,Thursday
190265007,3179,2025-02-27,6,Deal.Accessories.OEM,1,2025,2,27,Thursday
190291080,6172,2025-02-27,22,Deal.Accessories.OEM,1,2025,2,27,Thursday
190389318,3169,2025-02-27,26,Deal.Accessories.OEM,2,2025,2,27,Thursday
190359004,5622,2025-02-27,29,Deal.Accessories.OEM,1,2025,2,27,Thursday
190389340,3169,2025-02-27,29,Deal.Accessories.OEM,1,2025,2,27,Thursday
190359021,5622,2025-02-27,30,Deal.Accessories.OEM,3,2025,2,27,Thursday
190389436,3169,2025-02-27,46,Deal.Accessories.OEM,1,2025,2,27,Thursday
190389458,3169,2025-02-27,47,Deal.Accessories.OEM,1,2025,2,27,Thursday
190304216,5644,2025-02-27,163,Deal.Accessories.OEM,2,2025,2,27,Thursday
190545127,7717,2025-02-27,262,Deal.Accessories.OEM,2,2025,2,27,Thursday
190660601,5234,2025-02-27,430,Deal.Accessories.OEM,11,2025,2,27,Thursday
190661407,5235,2025-02-27,524,Deal.Accessories.OEM,3,2025,2,27,Thursday
190677662,7415,2025-02-27,1031,Deal.Accessories.OEM,1,2025,2,27,Thursday
190660879,5234,2025-02-27,1110,Deal.Accessories.OEM,1,2025,2,27,Thursday
190678060,7415,2025-02-27,2173,Deal.Accessories.OEM,4,2025,2,27,Thursday
190979016,5614,2025-02-28,-1,Deal.Accessories.OEM,6,2025,2,28,Friday
191162741,7415,2025-02-28,-1,Deal.Accessories.OEM,5,2025,2,28,Friday
190761165,3179,2025-02-28,6,Deal.Accessories.OEM,7,2025,2,28,Friday
190879958,3169,2025-02-28,174,Deal.Accessories.OEM,1,2025,2,28,Friday
191126449,7696,2025-02-28,182,Deal.Accessories.OEM,1,2025,2,28,Friday
190953662,5559,2025-02-28,244,Deal.Accessories.OEM,2,2025,2,28,Friday
191030465,7717,2025-02-28,251,Deal.Accessories.OEM,3,2025,2,28,Friday
190964080,5235,2025-02-28,511,Deal.Accessories.OEM,3,2025,2,28,Friday
190836558,5544,2025-02-28,731,Deal.Accessories.OEM,1,2025,2,28,Friday
191162805,7415,2025-02-28,1031,Deal.Accessories.OEM,4,2025,2,28,Friday
190963666,5234,2025-02-28,1110,Deal.Accessories.OEM,4,2025,2,28,Friday
190986619,7074,2025-02-28,2916,Deal.Accessories.OEM,1,2025,2,28,Friday
191278217,5559,2025-03-01,244,Deal.Accessories.OEM,1,2025,3,1,Saturday
191318855,7717,2025-03-01,251,Deal.Accessories.OEM,1,2025,3,1,Saturday
191318912,7717,2025-03-01,262,Deal.Accessories.OEM,4,2025,3,1,Saturday
191297586,5234,2025-03-01,430,Deal.Accessories.OEM,2,2025,3,1,Saturday
191298090,5235,2025-03-01,511,Deal.Accessories.OEM,2,2025,3,1,Saturday
191298119,5235,2025-03-01,512,Deal.Accessories.OEM,8,2025,3,1,Saturday
191298201,5235,2025-03-01,524,Deal.Accessories.OEM,7,2025,3,1,Saturday
191374629,7415,2025-03-01,1031,Deal.Accessories.OEM,10,2025,3,1,Saturday
191297810,5234,2025-03-01,1110,Deal.Accessories.OEM,9,2025,3,1,Saturday
191424820,7415,2025-03-02,1031,Deal.Accessories.OEM,2,2025,3,2,Sunday
191424936,7415,2025-03-02,2128,Deal.Accessories.OEM,2,2025,3,2,Sunday
191462957,3179,2025-03-03,3,Deal.Accessories.OEM,1,2025,3,3,Monday
191462980,3179,2025-03-03,5,Deal.Accessories.OEM,1,2025,3,3,Monday
191462996,3179,2025-03-03,6,Deal.Accessories.OEM,5,2025,3,3,Monday
191579363,3169,2025-03-03,29,Deal.Accessories.OEM,3,2025,3,3,Monday
191550831,5622,2025-03-03,31,Deal.Accessories.OEM,3,2025,3,3,Monday
191550844,5622,2025-03-03,32,Deal.Accessories.OEM,1,2025,3,3,Monday
191579385,3169,2025-03-03,32,Deal.Accessories.OEM,3,2025,3,3,Monday
191579458,3169,2025-03-03,46,Deal.Accessories.OEM,5,2025,3,3,Monday
191476707,6173,2025-03-03,66,Deal.Accessories.OEM,1,2025,3,3,Monday
191628083,5544,2025-03-03,195,Deal.Accessories.OEM,1,2025,3,3,Monday
191734877,7717,2025-03-03,271,Deal.Accessories.OEM,1,2025,3,3,Monday
191862085,5234,2025-03-03,430,Deal.Accessories.OEM,1,2025,3,3,Monday
191862131,5234,2025-03-03,439,Deal.Accessories.OEM,2,2025,3,3,Monday
191537924,5614,2025-03-03,742,Deal.Accessories.OEM,3,2025,3,3,Monday
191868827,7415,2025-03-03,1030,Deal.Accessories.OEM,3,2025,3,3,Monday
191944499,3179,2025-03-04,6,Deal.Accessories.OEM,2,2025,3,4,Tuesday
192032471,5622,2025-03-04,29,Deal.Accessories.OEM,1,2025,3,4,Tuesday
192057755,3169,2025-03-04,29,Deal.Accessories.OEM,1,2025,3,4,Tuesday
192057887,3169,2025-03-04,46,Deal.Accessories.OEM,8,2025,3,4,Tuesday
192057905,3169,2025-03-04,47,Deal.Accessories.OEM,6,2025,3,4,Tuesday
192314853,7696,2025-03-04,183,Deal.Accessories.OEM,1,2025,3,4,Tuesday
192225749,7717,2025-03-04,251,Deal.Accessories.OEM,1,2025,3,4,Tuesday
192225877,7717,2025-03-04,262,Deal.Accessories.OEM,2,2025,3,4,Tuesday
192296221,5234,2025-03-04,430,Deal.Accessories.OEM,2,2025,3,4,Tuesday
192296270,5234,2025-03-04,439,Deal.Accessories.OEM,1,2025,3,4,Tuesday
192020332,5620,2025-03-04,722,Deal.Accessories.OEM,1,2025,3,4,Tuesday
192019672,5614,2025-03-04,742,Deal.Accessories.OEM,1,2025,3,4,Tuesday
192355249,7415,2025-03-04,1030,Deal.Accessories.OEM,3,2025,3,4,Tuesday
192296489,5234,2025-03-04,1110,Deal.Accessories.OEM,1,2025,3,4,Tuesday
192296796,5234,2025-03-04,2842,Deal.Accessories.OEM,1,2025,3,4,Tuesday
192436487,3179,2025-03-05,2,Deal.Accessories.OEM,1,2025,3,5,Wednesday
192436535,3179,2025-03-05,6,Deal.Accessories.OEM,7,2025,3,5,Wednesday
192557664,3169,2025-03-05,29,Deal.Accessories.OEM,1,2025,3,5,Wednesday
192557780,3169,2025-03-05,46,Deal.Accessories.OEM,2,2025,3,5,Wednesday
192493934,5644,2025-03-05,163,Deal.Accessories.OEM,1,2025,3,5,Wednesday
192812181,5234,2025-03-05,430,Deal.Accessories.OEM,4,2025,3,5,Wednesday
192812230,5234,2025-03-05,439,Deal.Accessories.OEM,3,2025,3,5,Wednesday
192812995,5235,2025-03-05,524,Deal.Accessories.OEM,5,2025,3,5,Wednesday
192630813,5515,2025-03-05,622,Deal.Accessories.OEM,1,2025,3,5,Wednesday
192631006,5623,2025-03-05,676,Deal.Accessories.OEM,1,2025,3,5,Wednesday
192839766,7415,2025-03-05,1030,Deal.Accessories.OEM,4,2025,3,5,Wednesday
192840040,7415,2025-03-05,2128,Deal.Accessories.OEM,3,2025,3,5,Wednesday
192840109,7415,2025-03-05,2142,Deal.Accessories.OEM,4,2025,3,5,Wednesday
192840184,7415,2025-03-05,2173,Deal.Accessories.OEM,2,2025,3,5,Wednesday
192711915,7074,2025-03-05,2331,Deal.Accessories.OEM,1,2025,3,5,Wednesday
192918685,3179,2025-03-06,6,Deal.Accessories.OEM,4,2025,3,6,Thursday
193007721,5622,2025-03-06,29,Deal.Accessories.OEM,3,2025,3,6,Thursday
193032795,3169,2025-03-06,29,Deal.Accessories.OEM,2,2025,3,6,Thursday
193032905,3169,2025-03-06,46,Deal.Accessories.OEM,2,2025,3,6,Thursday
192944346,6172,2025-03-06,97,Deal.Accessories.OEM,1,2025,3,6,Thursday
193110396,5560,2025-03-06,184,Deal.Accessories.OEM,2,2025,3,6,Thursday
193181645,7717,2025-03-06,251,Deal.Accessories.OEM,1,2025,3,6,Thursday
193181749,7717,2025-03-06,262,Deal.Accessories.OEM,2,2025,3,6,Thursday
193360528,6947,2025-03-06,295,Deal.Accessories.OEM,1,2025,3,6,Thursday
193181817,7717,2025-03-06,324,Deal.Accessories.OEM,2,2025,3,6,Thursday
193322015,5234,2025-03-06,430,Deal.Accessories.OEM,3,2025,3,6,Thursday
193322899,5235,2025-03-06,511,Deal.Accessories.OEM,4,2025,3,6,Thursday
193322952,5235,2025-03-06,512,Deal.Accessories.OEM,2,2025,3,6,Thursday
193323118,5235,2025-03-06,524,Deal.Accessories.OEM,2,2025,3,6,Thursday
193326587,7415,2025-03-06,1030,Deal.Accessories.OEM,1,2025,3,6,Thursday
193322312,5234,2025-03-06,1110,Deal.Accessories.OEM,4,2025,3,6,Thursday
193326861,7415,2025-03-06,2128,Deal.Accessories.OEM,4,2025,3,6,Thursday
193407635,3179,2025-03-07,6,Deal.Accessories.OEM,1,2025,3,7,Friday
193496889,5622,2025-03-07,29,Deal.Accessories.OEM,1,2025,3,7,Friday
193523353,3169,2025-03-07,29,Deal.Accessories.OEM,1,2025,3,7,Friday
193488452,5244,2025-03-07,106,Deal.Accessories.OEM,1,2025,3,7,Friday
193419690,6173,2025-03-07,134,Deal.Accessories.OEM,1,2025,3,7,Friday
193593921,5559,2025-03-07,244,Deal.Accessories.OEM,5,2025,3,7,Friday
193660155,7717,2025-03-07,251,Deal.Accessories.OEM,2,2025,3,7,Friday
193660260,7717,2025-03-07,262,Deal.Accessories.OEM,1,2025,3,7,Friday
193827237,6947,2025-03-07,323,Deal.Accessories.OEM,1,2025,3,7,Friday
193660334,7717,2025-03-07,324,Deal.Accessories.OEM,1,2025,3,7,Friday
193751932,5234,2025-03-07,439,Deal.Accessories.OEM,2,2025,3,7,Friday
193752580,5235,2025-03-07,511,Deal.Accessories.OEM,5,2025,3,7,Friday
193483713,5614,2025-03-07,743,Deal.Accessories.OEM,1,2025,3,7,Friday
193795268,7415,2025-03-07,1030,Deal.Accessories.OEM,5,2025,3,7,Friday
193752124,5234,2025-03-07,1110,Deal.Accessories.OEM,4,2025,3,7,Friday
193795475,7415,2025-03-07,2092,Deal.Accessories.OEM,2,2025,3,7,Friday
193881105,5622,2025-03-08,29,Deal.Accessories.OEM,5,2025,3,8,Saturday
193866980,5644,2025-03-08,183,Deal.Accessories.OEM,3,2025,3,8,Saturday
193903337,5544,2025-03-08,220,Deal.Accessories.OEM,1,2025,3,8,Saturday
193910364,5559,2025-03-08,244,Deal.Accessories.OEM,4,2025,3,8,Saturday
193987076,5234,2025-03-08,430,Deal.Accessories.OEM,13,2025,3,8,Saturday
193987595,5235,2025-03-08,511,Deal.Accessories.OEM,2,2025,3,8,Saturday
193987622,5235,2025-03-08,512,Deal.Accessories.OEM,1,2025,3,8,Saturday
193987707,5235,2025-03-08,524,Deal.Accessories.OEM,7,2025,3,8,Saturday
193992579,7415,2025-03-08,1030,Deal.Accessories.OEM,8,2025,3,8,Saturday
193987264,5234,2025-03-08,1110,Deal.Accessories.OEM,12,2025,3,8,Saturday
194038769,7415,2025-03-09,1030,Deal.Accessories.OEM,1,2025,3,9,Sunday
194038896,7415,2025-03-09,2128,Deal.Accessories.OEM,3,2025,3,9,Sunday
194203715,3184,2025-03-10,-1,Deal.Accessories.OEM,1,2025,3,10,Monday
194073633,3179,2025-03-10,6,Deal.Accessories.OEM,4,2025,3,10,Monday
194190312,3169,2025-03-10,29,Deal.Accessories.OEM,2,2025,3,10,Monday
194190327,3169,2025-03-10,32,Deal.Accessories.OEM,1,2025,3,10,Monday
194190419,3169,2025-03-10,46,Deal.Accessories.OEM,2,2025,3,10,Monday
194242505,5544,2025-03-10,195,Deal.Accessories.OEM,1,2025,3,10,Monday
194166152,5622,2025-03-10,290,Deal.Accessories.OEM,1,2025,3,10,Monday
194473406,5234,2025-03-10,430,Deal.Accessories.OEM,6,2025,3,10,Monday
194474089,5235,2025-03-10,511,Deal.Accessories.OEM,4,2025,3,10,Monday
194474113,5235,2025-03-10,512,Deal.Accessories.OEM,3,2025,3,10,Monday
194474191,5235,2025-03-10,525,Deal.Accessories.OEM,3,2025,3,10,Monday
194543815,3179,2025-03-11,2,Deal.Accessories.OEM,1,2025,3,11,Tuesday
194543869,3179,2025-03-11,6,Deal.Accessories.OEM,1,2025,3,11,Tuesday
194675799,3169,2025-03-11,23,Deal.Accessories.OEM,3,2025,3,11,Tuesday
194675818,3169,2025-03-11,29,Deal.Accessories.OEM,1,2025,3,11,Tuesday
194675836,3169,2025-03-11,32,Deal.Accessories.OEM,1,2025,3,11,Tuesday
194675924,3169,2025-03-11,46,Deal.Accessories.OEM,1,2025,3,11,Tuesday
194922369,7696,2025-03-11,183,Deal.Accessories.OEM,1,2025,3,11,Tuesday
194748365,5560,2025-03-11,184,Deal.Accessories.OEM,1,2025,3,11,Tuesday
194756203,5559,2025-03-11,195,Deal.Accessories.OEM,1,2025,3,11,Tuesday
194910972,5234,2025-03-11,430,Deal.Accessories.OEM,9,2025,3,11,Tuesday
